Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Московский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 508 с углубленным изучением предметов образовательных областей ""Искусство"" и ""Технология"" Московского района Санкт-Петербурга",ГБОУ школа № 508 Московского района Санкт-Петербурга,"196143,г.Санкт-Петербург,Ленсовета ул.,дом 43,корпус 2,литера А; 196158, Санкт-Петербург, Московское шоссе, дом 10, корпус 2, литера А",Зебницкая Варвара Александровна,8-812-727-78-30,8-812-727-78-30,Shkola_508@mail.ru,"Муниципальное объединение ""Звездное""",7810214660.0,1027804895030.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №510 с углубленным изучением английского языка Московского района Санкт-Петербурга,ГБОУ школа № 510 Московского района Санкт-Петербурга,"196247,г.Санкт-Петербург,Кубинская ул.,дом 62, лит. А",Макарова Марина Алексеевна,8-812-417-55-06,8-812-375-55-31,School510spb@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810130667.0,1037821022084.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №519 Московского района Санкт-Петербурга,ГБОУ школа № 519 Московского района Санкт-Петербурга,"196158,г.Санкт-Петербург,Ленсовета ул.,дом 87,корпус 2,литера А",Ткачева Галина Александровна,8-812-727-08-28,8-812-727-08-28,School519@list.ru,"Муниципальное объединение ""Звездное""",7810214765.0,1037821020159.0,
Московский,Государственное бюджетное общеобразовательное учреждение гимназия № 524 Московского района Санкт-Петербурга,ГБОУ гимназия № 524 Московского района Санкт-Петербурга,"196211,г.Санкт-Петербург,Юрия Гагарина пр.,дом 22,корпус 3,литера А; 196211, Санкт-Петербург, улица Юрия Гагарина, дом 16, корпус 3",Федотова Елена Юрьевна,8-812-379-79-70,8-812-379-79-70,School524@s524.ru,"Муниципальное объединение ""Гагаринское""",7810129936.0,1037821001240.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 525 с углубленным изучением английского языка имени дважды Героя Советского Союза Г.М.Гречко Московского района Санкт-Петербурга,ГБОУ школа № 525 с углубленным изучением английского языка имени дважды Героя Советского Союза Г.М. Гречко Московского района Санкт-Петербурга,"196211,г.Санкт-Петербург,Космонавтов пр., дом 21,корпус 4,литера А; г. Санкт-Петербург, Космонавтов пр., дом 59, строение 1",Полякова Елена Петровна,"8-812-417-51-11, 8-812-661-15-97",8-812-417-51-11,School525-spb@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810240282.0,1027804893071.0,
Московский,Государственное бюджетное общеобразовательное учреждение гимназия № 526 Московского района Санкт-Петербурга,ГБОУ гимназия № 526 Московского района Санкт-Петербурга,"196066,г.Санкт-Петербург,Алтайская ул., дом 15,литера А; 196135, Санкт-Петербург, улица Фрунзе, дом 13, литера А",Белаш Наталья Александровна,8-812-246-25-84,8-812-246-25-84,Info@s526.spb.ru,"Муниципальное объединение ""Звездное""",7810151836.0,1027804906700.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 536 имени Т.И.Гончаровой Московского района Санкт-Петербурга,ГБОУ школа № 536 Московского района Санкт-Петербурга,"196244,г.Санкт-Петербург,Космонавтов пр.,дом 20,корпус 4,литера А; г.Санкт-Петербург, улица Кузнецовская, дом 58, корпус 2, строение 1",Дремин Дмитрий Владимирович,8-812-379-03-53,8-812-379-03-53,Info@school536.ru,"Муниципальное объединение ""Гагаринское""",7810129485.0,1037821046273.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 537 Московского района Санкт-Петербурга,ГБОУ школа № 537 Московского района Санкт-Петербурга,"196240,г.Санкт-Петербург,Костюшко ул.,дом 34,литера А",Оленева Наталия Николаевна,8-812-573-95-91,8-812-573-95-91,School537@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810214525.0,1027804895029.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №543 Московского района Санкт-Петербурга,ГБОУ школа № 543 Московского района Санкт-Петербурга,"196244,г.Санкт-Петербург,Космонавтов пр.,дом 28,корпус 4,литера А",Виноградова Екатерина Геннадьевна,8-812-379-56-06,8-812-379-03-19,School543@inbox.ru,"Муниципальное объединение ""Гагаринское""",7810128964.0,1027804892939.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 544 с углубленным изучением английского языка Московского района Санкт-Петербурга,ГБОУ школа № 544 с углубленным изучением английского языка Московского района Санкт-Петербурга,"г.Санкт-Петербург,Костюшко ул.,дом 62,литера А;  г. Санкт-Петербург, 5-й Предпортовый пр-д, д. 6, корп. 1; г. Санкт-Петербург, 5-ый Предпортовый пр-д, д. 2, стр. 1; г. Санкт-Петербург, 1-й Предпортовый пр-д, д. 13, стр. 1",Васинович Ирина Викторовна,8-812-370-81-75,8-812-370-81-75,School544spb@yandex.ru,"Муниципальное объединение ""Новоизмайловское"", ""Пулковский меридиан""",7810202103.0,1027804894270.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 594 Московского района Санкт-Петербурга,ГБОУ школа № 594 Московского района Санкт-Петербурга,"196070,г.Санкт-Петербург,Победы ул., дом 10,литера А",Агафонова Наталья Владимировна,8-812-371-00-58,8-812-371-00-58,School594spb@yandex.ru,"Муниципальное объединение ""Пулковский Меридиан""",7810151875.0,1037821044117.0,
Московский,Государственное бюджетное общеобразовательное учреждение школа № 613 Московского района Санкт-Петербурга,ГБОУ школа № 613 Московского района Санкт-Петербурга,"196066,г.Санкт-Петербург,Московский пр.,дом 203,литера А",Рябова Ольга Николаевна,8-812-417-32-08,8-812-417-32-10,School613@inbox.ru,"Муниципальное объединение ""Пулковский Меридиан""",7810133139.0,1027804894303.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №643 Московского района Санкт-Петербурга,ГБОУ школа № 643 Московского района Санкт-Петербурга,"196191,г.Санкт-Петербург,Варшавская ул.,дом 63,литера А",Шадеркина Юлия Анатольевна,8-812-417-55-27,8-812-417-55-26,School643@rusobr.ru,"Муниципальное объединение ""Новоизмайловское""",7810143480.0,1027804895073.0,
Московский,Государственное бюджетное общеобразовательное учреждение школа № 663 Московского района Санкт-Петербурга,ГБОУ школа № 663 Московского района Санкт-Петербурга,"196233,г.Санкт-Петербург,Витебский пр.,дом 49,корпус 2,литера А",Огородникова Татьяна Анатольевна,8-812-241-27-73,8-812-241-27-70,Gbskou663@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810269669.0,1027804853955.0,
Московский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 684 ""Берегиня"" Московского района Санкт-Петербурга",ГБОУ СОШ № 684 «Берегиня» Московского района Санкт-Петербурга,"г. Санкт-Петербург, Пулковское шоссе, дом 5, корпус 3, литера А; г. Санкт-Петербург, Алтайская ул., д. 1, лит. А; г. Санкт-Петербург, ул. Краснопутиловская, д. 60, лит. А; 197720, Санкт-Петербург, г. Зеленогорск, ул. Пограничная, дом 4, литеры А, Б, В, Д",Ковтун Владимир Викторович,8-812-573-97-18,8-812-573-97-18,School684@bk.ru,"Муниципальное объединение ""Пулковский Меридиан""",7810838756.0,1117847367164.0,
Московский,"Государственное бюджетное общеобразовательное учреждение прогимназия № 698 Московского района Санкт-Петербурга ""Пансион""",ГБОУ прогимназия № 698 Московского района Санкт-Петербурга «Пансион»,"г. Санкт-Петербург, Космонавтов пр., дом 40, корпус 2, литер А; г. Санкт-Петербург,  ул. Благодатная, дом 45, литера А",Герболинская Ирина Аркадьевна,8-812-417-28-61,8-812-417-28-62,Pansion698@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810286840.0,1027804899253.0,
Московский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 703 Московского района Санкт-Петербурга,ГБОУ школа № 703 Московского района Санкт-Петербурга,"г. Санкт-Петербург, внутригородская территория города федерального значения муниципальный округ Московская застава, улица Глеба Успенского, дом 9, строение 1",Бушмакина Анна Андреевна,(812) 246-78-80,-,School703spb.ru@yandex.ru,"Муниципальное объединение ""Московская застава""",7810926635.00,1217800128171.00,
Приморский,Государственное бюджетное общеобразовательное учреждение школа № 13 Приморского района Санкт-Петербурга,ГБОУ школа № 13 Приморского района Санкт-Петербурга,"197343, Санкт-Петербург, Торжковская улица, дом 30, литера А",Казакова Анна Юльевна,8(812)492-03-63,8(812)492-03-63,Info.sch13@obr.gov.spb.ru,Муниципальный округ Черная речка,7814096375,1037831009710,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 38 Приморского района Санкт-Петербурга,ГБОУ школа № 38 Приморского района Санкт-Петербурга,"197372, Санкт-Петербург, проспект Авиаконструкторов, дом 15, корпус 2, литер А",И.о.директора Фролова Анна Сергеевна,8(812)417-64-86,8(812)417-64-86,Info.sch38@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814043447,1027807570482,
Приморский,Государственное бюджетное общеобразовательное учреждение Лицей № 40 Приморского района Санкт-Петербурга,ГБОУ Лицей № 40 Приморского района Санкт-Петербурга,"197372, Санкт-Петербург, Комендантский проспект, дом 22, корпус 3, литер А",Милюкова Наталия Геннадьевна,8(812)246-07-31,8(812)246-07-31,Lic40@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103512,1037832010281,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 41 имени Эриха Кестнера Приморского района Санкт-Петербурга,ГБОУ гимназия № 41 имени Эриха Кестнера Приморского района Санкт-Петербурга,"197349, Санкт-Петербург, улица Маршала Новикова, дом 1, корпус 3, литер А",Кухарская Татьяна Борисовна,8(812)394-98-07,8(812)394-98-07,Gymn41@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814059687,1027807579282,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 42 Приморского района Санкт-Петербурга,ГБОУ гимназия № 42 Приморского района Санкт-Петербурга,"197349, Санкт-Петербург, проспект Сизова, дом 32, корпус 3, литер А",Хорунжая Татьяна Викторовна,8(812)393-12-48,8(812)393-12-48,Info.gym42@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814104805,1027807583968,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 43 с углубленным изучением иностранных языков «Лингвистическая школа» Приморского района Санкт-Петербурга.,ГБОУ школа № 43 Приморского района Санкт-Петербурга,"197348, Санкт-Петербург, Серебристый бульвар, дом 9, корпус 2, литера А",Расторгуева Людмила Владимировна,8(812)417-63-02,8(812)417-63-02,Info.sch43@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103819,1027807587609,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 45 с углублённым изучением математики Приморского района Санкт-Петербурга.,ГБОУ школа № 45 Приморского района Санкт-Петербурга,"197349, Санкт-Петербург, улица Маршала Новикова, дом 8, корпус 2, литер А",Пискунович Оксана Андреевна,8(812)395-26-91,8(812)395-26-90,Primschool.45@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814059694,1027807568392,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 46 с углублённым изучением английского языка Приморского района Санкт-Петербурга,ГБОУ школа № 46 Приморского района Санкт-Петербурга,"197183, Санкт-Петербург, улица Савушкина, дом 61, литер А",Эйдемиллер Маргарита Николаевна,8(812)431-06-06,8(812)431-06-06,Sekr.sch46@obr.gov.spb.ru,Муниципальный округ Черная речка,7814101586,1027807584133,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 49 Приморского района Санкт-Петербурга,ГБОУ гимназия № 49 Приморского района Санкт-Петербурга,"197082, Санкт-Петербург, Богатырский проспект, дом 55, корпус 3, литер А",Сёмочкина Фарида Фаридовна,8(812)246-18-98,8(812)246-18-98,Info.gim49@obr.gov.spb.ru,Муниципальный округ №65,7814029530,1037832009368,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 52 Приморского района Санкт-Петербурга,ГБОУ гимназия № 52 Приморского района Санкт-Петербурга,"197348, Санкт-Петербург, Богатырский проспект, дом 7, корпус  4, литер А",Гузаева Ирина Владимировна,8(812)246-03-17,8(812)246-70-17,Gim52@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103640,1027807586113,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 53 Приморского района Санкт-Петербурга,ГБОУ школа № 53 Приморского района Санкт-Петербурга,"197183, Санкт-Петербург, улица Школьная, дом 19, литера А",Максимова Елена Олеговна,8(812)242-31-66,8(812)242-31-66,Info.sch53@obr.gov.spb.ru,Муниципальный округ Черная речка,7814103625,1027807585607,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 57 Приморского района Санкт-Петербурга,ГБОУ школа № 57 Приморского района Санкт-Петербурга,"197341, Санкт-Петербург, аллея Поликарпова, дом 7, литер А",Сигаева Ирина Анатольевна,8(812)417-35-43,8(812)417-35-43,School57spb@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814101152,1027807587389,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 58 Приморского района Санкт-Петербурга,ГБОУ школа № 58 Приморского района Санкт-Петербурга,"197341, Санкт-Петербург, проспект Королёва, дом 11, литера А",И.о.директора Данилова Ольга Вячеславовна,8(812)241-23-25,8(812)241-23-25,Uch.school58@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103978,1027807588082,
Приморский,Государственное бюджетное общеобразовательное учреждение школа № 59 Приморского района Санкт-Петербурга,ГБОУ школа № 59 Приморского района Санкт-Петербурга,"197341, Санкт-Петербург, улица Байконурская, дом 25, литера А",Морозова Татьяна Аркадьевна,8(812)394-59-36,8(812)394-59-32,School59spb@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103791,1027807571967,
Приморский,Государственное бюджетное общеобразовательное учреждение лицей № 64 Приморского района Санкт-Петербурга,ГБОУ лицей № 64 Приморского района Санкт-Петербурга,"197372, Санкт-Петербург, Богатырский проспект, дом 61, корпус 2, литера А",Прокофьева Татьяна Михайловна,8(812)246-03-64,8(812)246-03-64,Primschool-64@obr.gov.spb.ru,Муниципальный округ №65,7814028449,1027807581460,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 66 Приморского района Санкт-Петербурга,ГБОУ гимназия № 66 Приморского района Санкт-Петербурга,"197348, Санкт-Петербург, улица Аэродромная, дом 11, корпус 2, литер А",Лазарева Алла Александровна,8(812)417-62-68,8(812)417-62-68,Info.gim66prim@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814100470,1027807583990,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 106 Приморского района Санкт-Петербурга,ГБОУ школа № 106 Приморского района Санкт-Петербурга,"197342, Санкт-Петербург, Сердобольская улица, дом 50/52, литера А",Стариков Юрий Сергеевич,8(812)417-54-95,8(812)417-54-95,Info.school106@obr.gov.spb.ru,Муниципальный округ Черная речка,7814100896,1027807578765,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 113 с углубленным изучением предметов информационно-технологического профиля Приморского района Санкт-Петербурга,ГБОУ школа № 113 Приморского района Санкт-Петербурга,"197342, Санкт-Петербург, улица Торжковская, дом 10, корпус 2, литер А",Моногарова Ирина Ивановна,8(812)417-23-34,8(812)492-23-34,Sch113@obr.gov.spb.ru,Муниципальный округ Черная речка,7814103738,1027807583187,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 116 Приморского района Санкт-Петербурга.,ГБОУ гимназия № 116 Приморского района Санкт-Петербурга.,"197342, Санкт-Петербург, улица Новосибирская, дом 16, корпус 2, литер А",Минцис Дмитрий Александрович,8(812)409-83-40,8(812)409-83-40,Mail.gymn116@obr.gov.spb.ru,Муниципальный округ Черная речка,7814042203,1027807582967,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 154 Приморского района Санкт-Петербурга,ГБОУ школа № 154 Приморского района Санкт-Петербурга,"197082, Санкт-Петербург, Богатырский проспект, дом 55, корпус 3, литера А",Михайлова Юлия Валерьевна,8(812)246-72-60,8(812)246-18-98,Primschool-154@obr.gov.spb.ru,Муниципальный округ Коломяги,7814789210,1217800057166,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 165 Приморского района Санкт-Петербурга,ГБОУ школа № 165 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, Комендантский проспект, дом 69, корпус 2, строение 1",Безбородая Ирина Николаевна,8(812)246-77-01,8(812)246-77-02,School-165@obr.gov.spb.ru,Муниципальный округ Коломяги,7814807847,1227800056571,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 199 Приморского района Санкт-Петербурга,ГБОУ школа № 199 Приморского района Санкт-Петербурга,"197082, Санкт-Петербург, Туристская улица, дом 28, корпус 2",Мохов Роман Игоревич,8(812)246-79-91,8(812)246-79-91,School199@obr.gov.spb.ru,Муниципальный округ № 65,7814788560,1217800048290,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 246 Приморского района Санкт-Петербурга,ГБОУ школа № 246 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, улица Планерная, дом 69, корпус 2, литер А",Полякова Раиса Федоровна,8(812)491-77-10,8(812)491-77-25,Info246@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814351441,5067847266328,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 253 Приморского района Санкт-Петербурга имени капитана 1-го ранга П.И. Державина,ГБОУ школа № 253 Приморского района Санкт-Петербурга им. Капитана 1-го ранга П.И. Державина,"197375, Санкт-Петербург, Новоколомяжский проспект, дом 4, корпус  4, литер А",Фурсова Надежда Анатольевна,8(812)417-38-00,8(812)417-38-00,Info.sosh253@obr.gov.spb.ru,Муниципальный округ Коломяги,7814150826,1037832053665,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 320 Приморского района Санкт-Петербурга,ГБОУ школа № 320 Приморского района Санкт-Петербурга,"197082, Санкт-Петербург, улица Оптиков, дом 47, корпус 5, литера А",Черноус Ирина Борисовна,8(812)576-83-27,8(812)576-83-27,Prim.sch320@obr.gov.spb.ru,Муниципальный округ №65,7814443646,1097847218468,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 428 Приморского района Санкт-Петербурга,ГБОУ школа №428 Приморского района Санкт-Петербурга,"197229, Санкт-Петербург, Юнтоловский проспект, дом 51, корпус 6, строение 1",Топехина Ольга Николаевна,8(812)246-79-50,8(812)246-79-51,Info.director.school428@obr.gov.spb.ru,Муниципальный округ Лахта-Ольгино,7814723682,1187847074843,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 438 Приморского района Санкт-Петербурга,ГБОУ школа № 438 Приморского района Санкт- Петербурга,"197755, Санкт-Петербург, посёлок Лисий Нос, Новоцентральная улица, дом 21/7, литера А",Боякова Ирина Ивановна,8(812)417-97-06,8(812)434-97-06,Info.sch438@obr.gov.spb.ru,Муниципальный округ пос. Лисий Нос,7814104749,1027807587301,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 440 Приморского района Санкт-Петербурга имени П.В. Виттенбурга,ГБОУ школа №440 имени П.В. Виттенбурга,"197229, Санкт-Петербург, улица Хвойная,  дом 35, литера А",И.о.директора Габай Зинаида Васильевна,8(812)417-62-42,8(812)417-62-42,Info.sch440@obr.gov.spb.ru,Муниципальный округ Лахта-Ольгино,7814104308,1027807591459,
Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 540 Приморского района Санкт-Петербурга,ГБОУ гимназия № 540 Приморского района Санкт-Петербурга,"197345, Санкт-Петербург, улица Оптиков, дом 46, корпус 3, литер А",Ипатова Ирина Игоревна,8(812)417-57-70,8(812)417-57-70,Gbou540@obr.gov.spb.ru,Муниципальный округ №65,7814501873,1117847205189,
Приморский,Государственное бюджетное общеобразовательное учреждение Лицей № 554 Приморского района Санкт-Петербурга.,ГБОУ Лицей № 554 Приморского района Санкт-Петербурга.,"197371, Санкт-Петербург, Комендантский проспект, дом  21, корпус 3, литер А",И.о.директора Ковтун Светлана Юрьевна,8(812)417-62-10,8(812)417-62-90,Primschool-554@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103520,1027807593758,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 555 с углубленным изучением английского языка «Белогорье» Приморского района Санкт-Петербурга,ГБОУ школа № 555 «Белогорье» Приморского района Санкт-Петербурга,"197371, Санкт-Петербург, Комендантский проспект, дом 17, корпус 3, литер А",Андреева Евгения Васильевна,8(812)342-66-30,8(812)342-66-30,Info.school555@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814026995,1027807573200,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 573 Приморского района Санкт-Петербурга.,ГБОУ школа № 575 Приморского района Санкт-Петербурга,"197350,  Санкт-Петербурга, улица Лидии Зверевой, дом 3, корпус 2, строение 1",Касавцова Елена Александровна,8(812)246-78-01,8(812)246-78-01,Sch-575@obr.gov.spb.ru,Муниципальный округ Коломяги,7814789059,1217800055516,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 575 Приморского района Санкт-Петербурга.,ГБОУ школа № 573 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, Комендантскйи проспект, дом 64, корпус 5, строение 1",Назарова Ирина Владимировна,8(812)246-05-75,8(812)246-05-75,School573@obr.gov.spb.ru,Муниципальный округ Коломяги,7814777913,1207800084425,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 578 Приморского района Санкт-Петербурга.,ГБОУ школа № 578 Приморского района Санкт-Петербурга.,"197350, Санкт-Петербург, Комендантский проспект, дом 37, корпус 3, литер А",Зимина Елена Ивановна,8(812)306-70-78,8(812)306-70-78,Info.shk578@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103505,1027807586234,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 579 Приморского района Санкт-Петербурга,ГБОУ школа № 579 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, проспект Авиаконструкторов, дом 21, корпус 2, лит.А",Махотина Галина Евгеньевна,8(812)343-17-62,8(812)343-17-62,Info.sch579@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814066684,1027807570790,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 580 Приморского района Санкт-Петербурга,ГБОУ школа № 580 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, проспект Авиаконструкторов, дом 29, корпус 3, литер А",И.о.директора Юлаева Ирина Алексеевна,8(812)307-08-79,8(812)307-08-78,Adm.shk580@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814099859,1027807574827,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 581 с углубленным изучением технологии Приморского района Санкт-Петербурга,ГБОУ школа № 581 с углубленным изучением технологии Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, проспект Авиаконструкторов, дом 22, корпус 1, литера А",Меиссе Ирина Олеговна,8(812)417-63-96,8(812)417-63-96,Info.gbou581@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103745,1027807593703,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 582 с углубленным изучением английского и финского языков Приморского района Санкт-Петербурга,ГБОУ школа № 582 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, улица Ильюшина, дом 15, корпус 3, литер А",Потапова Людмила Леонидовна,8(812)417-22-17,8(812)417-22-17,Sekr.sch582@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103985,1037832008466,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 583 Приморского района Санкт-Петербурга,ГБОУ школа № 583 Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, проспект Авиаконструкторов, дом 14, литера А",Чередниченко Алла Васильевна,8(812)395-26-52,8(812)395-26-52,Primschool-583@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814104266,1037832007740,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 595 Приморского района Санкт-Петербурга,ГБОУ школа № 595 Приморского района Санкт-Петербурга,"197371, Санкт-Петербург, проспект Королёва, дом 47, корпус 2, литера А",И.о.директора Зозуля Сергей Вячеславович,8(812)306-99-89,8(812)306-99-89,School595@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814105037,1027807582461,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 596 с углубленным изучением французского языка Приморского района Санкт-Петербурга,ГБОУ школа №596 Приморского района Санкт-Петербурга,"197372, Санкт-Петербург, улица Камышовая, дом 18, литера А",Шонина Наталья Вадимовна,8(812)417-27-13,8(812)417-27-90,School596@obr.gov.spb.ru,Муниципальный округ №65,7814104555,1037832012316,
Приморский,Государственное бюджетное общеобразовательное учреждение Лицей № 597 Приморского района Санкт-Петербурга,ГБОУ Лицей № 597 Приморского района Санкт-Петербурга,"197341, Санкт-Петербург, 3-я линия 1-й половины, дом 10а, литер А",Морачевская Екатерина Андреевна,8(812)246-07-02,8(812)246-07-02,Info.lic597@obr.gov.spb.ru,Муниципальный округ Коломяги,7814046310,1027807577467,
Приморский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 598 с углубленным изучением математики, химии и биологии Приморского района Санкт-Петербурга",ГБОУ школа № 598 Приморского района Санкт-Петербурга,"197372, Санкт-Петербург, Ситцевая улица, дом 15, литер А",Трачук Евгения Федоровна,8(812)341-58-17,8(812)417-32-82,Info.sh598@obr.gov.spb.ru,Муниципальный округ №65,7814101882,1027807586586,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 600 с углубленным изучением английского языка Приморского района Санкт-Петербурга,ГБОУ школа № 600 Приморского района Санкт-Петербурга,"197374, Санкт-Петербург, улица Школьная, дом 114, корпус 3, литер А",И.о.директора Клевцова Лариса Дмитриевна,8(812)344-58-88,8(812)344-58-88,Sch600@obr.gov.spb.ru,Муниципальный округ №65,7814046952,1027807585948,
Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 601 Приморского района Санкт-Петербурга,ГБОУ школа № 601 Приморского района Санкт-Петербурга,"197374, Санкт-Петербург, Приморский проспект, дом 143, корпус 3, литер А",Якимова Валерия Анатольевна,8(812) 409-84-37,8(812)409-84-37,Info.school601@obr.gov.spb.ru,Муниципальный округ №65,7814101530,1027807586091,
